,AZ_F1_11_a,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_3_f,AZ_F1_7_d,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Mindy2,5.438152757,5.373063825,5.192834938,5.056187249,5.421592538,5.48089582,5.096070484,5.701491844,5.4881839,5.699379581,5.857621447,5.886056035,5.986261331,5.414113968,5.78457271,5.510080841,5.347794317,5.902689403,5.487207574,5.494478464,5.915717118,5.623941869,5.115335247,5.74554999
Mindy3,3.65211058,3.391013934,4.562439459,4.109549119,3.904915307,4.847815321,4.87477236,4.167696694,4.762764897,4.591544559,4.578610645,4.487391368,4.054830464,5.728549833,4.307240435,4.936451576,4.047876135,5.302841901,4.720455994,6.035545508,5.205348672,4.668569942,4.258731964,5.177215762
Minpp1,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,5.457180207,5.059906257,5.729890046,5.551448111,6.283031901,5.059358506,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,5.609338978,5.540625066,5.521147597,5.365106033,5.790698038,5.422950345
Mios,1.773871558,2.19011108,2.729869691,2.393911232,1.749400546,1.371671746,5.870938682,5.790110439,5.766511877,5.768020403,4.954049872,4.775642062,5.404129634,5.13842084,5.376290653,5.418487688,5.533080478,5.774463555,6.072749159,5.711730587,5.731879612,5.76835472,5.619089835,5.74554999
Mipol1,6.212177399,6.362372047,6.915740049,6.5643351,6.566077218,6.590769116,5.242276092,5.059906257,4.900950414,4.998148653,4.88637436,5.531129025,4.823402951,4.797293935,4.168792015,4.473205151,4.691607738,4.350145515,5.25742611,5.751514072,5.205348672,4.984689323,5.15776935,5.329617021
Mitf,4.495423045,5.123398449,5.059149225,4.696749646,4.733178863,4.776997312,6.092782602,5.359275011,6.145886808,6.174283445,5.857621447,5.75966283,5.279369826,5.687613118,5.173981302,5.779170588,5.245389091,5.557839351,6.444981079,6.452467368,6.153846978,6.569901934,6.287628468,6.355283479
Mix23,3.65211058,3.784855401,4.291454161,4.267785328,5.035300668,4.093513082,4.613268578,5.320127258,4.345223994,4.986673129,4.88637436,4.667151082,5.094232058,5.511156552,5.278679309,5.062828825,5.135155756,4.741725074,5.154181675,5.346460756,5.402988203,5.162519943,4.979987341,4.419587897
Mkks,5.465575921,5.643988688,5.192834938,5.367201967,6.079901084,5.524782187,5.695863814,6.132776057,5.634049463,5.734108179,5.49829648,5.849286992,5.708316597,4.943555875,5.842653616,5.839272302,5.760506489,6.129306625,6.044156848,6.002952602,5.630357848,6.12024556,5.894719355,5.708955251
Mkln1,2.564551229,3.197453656,3.95751696,2.986211358,2.854916793,3.018868753,6.23930541,6.352406786,6.352721211,5.956284923,6.334726794,6.067743463,5.363730031,6.146163656,5.983554503,5.850997926,5.890605348,6.614475521,6.307388092,6.568379088,6.592173362,6.152192192,6.564920453,6.257312648
Mknk1,6.477610753,6.441025185,6.173592853,6.414453922,5.941308928,6.215614571,4.462284998,5.059906257,4.609927818,4.431471934,3.80233416,5.101659137,4.699025137,5.011477698,5.311955655,4.845598174,4.930360809,4.741725074,5.04297525,5.181502053,4.600233637,4.936582317,5.316027384,4.742861911
Mknk2,7.939768558,8.298057497,8.199270096,8.15687373,7.97712051,8.615700567,8.852474006,8.56380442,9.116839169,8.061680304,7.386817659,8.725385013,7.988661865,8.253612314,7.996042944,8.280559507,8.207420735,6.687507137,7.71399308,7.603956674,7.45885135,8.028696234,7.976989404,7.747562767
Mkrn1,5.024131995,4.481863345,4.658024557,4.498152386,5.36848888,4.776997312,4.293633377,4.552542462,4.020788144,4.251396128,4.661921909,4.353763736,3.041877036,2.654478967,3.158357106,3.03463318,3.920736784,4.304441765,4.858228257,5.06002183,4.800468942,5.076342888,4.882143112,5.177215762
Mkrn2,5.06055623,4.886988397,4.950071067,4.997148293,5.035300668,4.947922372,4.201287462,4.74218801,4.244972264,3.930522402,4.395998511,3.95284941,4.632569424,4.634513394,4.307240435,4.05349137,4.405352173,4.051300032,3.981518109,4.107762856,4.800468942,4.668569942,4.093681527,3.737470682
Mlec,6.45041756,7.178300054,6.915740049,6.27229424,6.144504484,6.075097931,6.710543734,6.292991409,6.838860032,6.550591161,6.201841237,5.861647755,6.038526338,6.176068584,6.338731041,5.827450595,6.249239141,5.557839351,5.892022513,5.122040199,5.731879612,5.712312054,5.790698038,5.632857495
Mlf1,9.998057091,9.987925019,9.817742745,10.12651577,9.534200214,9.376562892,9.87669588,9.156629059,9.659957561,9.351630592,10.37335909,10.15554367,10.88588127,9.930285989,10.64337661,10.37463777,11.00945271,8.78181575,9.404181275,9.516323976,9.450314455,8.633613161,9.486959931,8.590838251
Mlf2,7.63619046,7.745819314,7.535107484,7.273044357,7.408343778,7.451319777,7.19056167,7.590185653,7.480603931,7.598082962,7.947820433,7.485336713,8.115734515,8.225287785,7.307254768,7.439549065,8.193736374,6.254762282,6.722671602,6.545929816,5.999537626,6.733695614,6.92573431,6.554055414
Mllt1,5.230040702,5.095880646,5.427949684,5.319802577,5.570095033,5.36495791,5.146470047,4.961574651,5.614092933,5.296522642,5.304496398,5.499838461,5.142791048,4.634513394,4.938601647,5.102608715,5.748076253,5.392942691,4.304432686,4.435418855,4.488627598,5.497007605,4.882143112,5.122614808
Mllt10,6.306186877,6.80619484,7.13093459,7.38090164,6.377370787,6.78373429,6.143295166,6.209761718,5.692314328,6.148768222,7.285375569,5.811556277,6.477659913,7.007602124,6.469825492,6.818290477,6.139311072,6.595624979,5.685369704,6.098602179,6.259629872,5.65400407,5.735732555,6.23174392
Mllt11,8.866798881,9.008298464,9.037173003,8.985439875,8.991809418,8.967377543,7.750781262,7.339202825,7.188392063,7.856326968,8.170424202,6.612252846,8.072520735,8.368148288,7.035708439,6.965783839,6.70007158,6.075901429,6.775809612,6.775524899,7.011032229,6.69083677,6.770317853,6.69169833
Mllt6,7.386501055,7.719013386,7.430706768,7.534128517,7.226316042,7.691670038,7.596176743,7.424732265,7.046693927,7.041330222,7.073501664,7.570632621,7.170705684,6.811970842,7.587571035,7.400186635,7.277347097,7.034026712,7.749847389,7.815807529,7.613172662,7.915364832,7.630413523,7.87690325
Mlst8,5.292626459,5.718056447,5.255302202,5.270792834,5.472810719,5.546234686,5.745756737,5.761171546,5.197668398,5.097516697,4.069726052,5.259452523,5.142791048,4.122809418,4.433558258,5.062828825,5.135155756,4.741725074,4.983983051,4.927364131,4.488627598,5.497007605,5.557030111,5.329617021
Mlx,4.495423045,4.564492538,4.658024557,4.803984284,4.404314839,4.623993467,3.47244071,4.410673645,3.755241616,4.045594184,4.490191965,4.126792675,3.836036295,4.349679511,3.750284592,3.969926702,4.405352173,3.93614039,4.646299803,3.508380306,4.600233637,4.668569942,4.178565768,4.507446727
Mlxipl,2.922143251,4.130177326,4.845935472,4.860064949,3.369126015,4.326591206,4.68322075,5.506036074,4.933523402,5.663794331,5.49829648,5.240646695,4.699025137,6.019930596,5.376290653,5.102608715,5.096456656,5.477745653,4.646299803,6.035545508,6.450433048,5.429090864,5.316027384,5.122614808
Mlycd,6.974115877,5.483365939,5.807310202,5.806058888,5.977224991,5.951915686,5.870938682,6.251976675,6.05998079,6.428676271,5.304496398,6.655490154,5.817044551,5.76835694,6.943167869,6.75728941,6.249239141,5.991893367,7.445428313,7.191690951,6.745706217,6.631636161,6.685844054,6.512190138
Mmaa,4.064514952,3.852191142,3.522239434,3.931794662,4.046879388,4.034016768,5.958175695,5.359275011,5.729890046,5.627309096,6.524761534,5.886056035,6.379763382,6.205366195,6.583195323,6.357824755,5.999487006,6.413874419,7.101353516,7.006804806,6.990693085,7.362593982,6.742705869,6.88451763
Mmab,4.783862892,4.09391477,4.460069208,4.316895624,4.601298779,4.150652656,3.622418372,4.167696694,2.740076324,3.517240473,2.775909185,4.042440962,3.712790546,4.797293935,3.932490782,4.411195515,4.201646476,4.597583751,4.097374823,3.838977715,3.928577685,4.411320956,3.572884791,4.590260786
Mmachc,4.783862892,4.09391477,4.100491564,3.576044958,3.747441627,4.452816549,4.782173344,4.253317193,4.137230398,3.738629973,4.954049872,4.72241615,5.257485827,4.451002368,5.099708065,5.251590418,4.930360809,3.93614039,5.099649705,5.238609844,5.056739454,5.497007605,4.603851987,4.945197493
Mmd,4.986764273,5.123398449,4.832066298,4.935589833,4.601298779,5.185196424,5.608671827,5.731640268,5.143007105,4.665378488,5.304496398,6.046245021,5.189768695,4.67696253,4.682851544,4.170409058,5.280338078,6.497490596,4.646299803,5.494478464,4.891045601,4.411320956,4.830614526,5.229825396
Mme,5.024131995,4.300890143,4.658024557,4.410368718,3.904915307,5.041531545,4.989660443,4.800240712,4.762764897,4.866599258,4.88637436,4.206483745,4.937903776,5.13842084,4.604444493,4.644685551,5.015797717,4.808731913,5.487207574,5.670818855,5.056739454,4.835270768,4.882143112,4.668578083
Mmgt1,5.619994026,6.203847897,5.76499794,5.771242905,5.134061113,5.707255323,6.143295166,5.952519554,5.614092933,6.230094426,5.586234643,5.75966283,5.724359913,5.952415002,5.920228338,5.827450595,5.935148853,5.477745653,5.154181675,5.670818855,5.056739454,5.683452614,5.492180325,5.122614808
Mmp2,2.088041849,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,3.391168653,3.979516106,3.234188542,5.511967341,4.346490465,4.924463437,5.590721621,4.240699416,4.492798065,3.969926702,4.791897767,5.302841901,4.922475423,4.702259267,4.800468942,4.33914254,5.42427775,4.590260786
Mmrn2,6.868573519,6.625542546,6.014017772,6.5643351,6.739847715,6.548873613,3.758262607,4.334139738,4.900950414,4.735617019,4.209205908,4.792784306,4.762553989,4.122809418,5.021402542,5.354026687,4.286610205,4.470911611,4.858228257,3.838977715,4.235609909,4.182956258,4.406823512,4.880854549
Mmut,6.678465156,6.011072607,6.465457051,6.345124382,6.577821675,6.590769116,5.943997613,6.098481619,5.936852609,6.122793604,6.055462325,6.013384479,5.555284069,5.557334942,5.920228338,6.406312817,6.120146923,6.278595458,7.000785679,6.832282108,6.721225422,7.209064956,6.641676891,6.88451763
Mn1,7.699116143,7.069329301,7.243077558,7.798996655,6.794620245,7.485035453,6.167903349,6.770570457,5.802227055,6.530974097,6.432870875,6.02067829,6.477659913,5.602080963,6.900053096,6.710813929,5.79716724,6.266728085,7.72304054,7.758385331,7.613172662,7.605012902,7.411157867,7.37963632
Mnat1,5.352609685,5.919856778,5.315176576,5.167476778,5.941308928,5.628990298,6.494080156,6.755976254,6.445986394,6.174283445,6.384633245,6.130380964,6.137697596,5.986567715,6.121326677,6.201741697,6.081037586,5.392942691,6.827059747,6.499955309,6.721225422,6.705264984,6.500432398,6.096626362
Mnt,4.783862892,3.852191142,4.832066298,4.659157236,4.774589452,4.358955472,4.613268578,4.681701026,3.601561341,4.513727194,3.276495212,4.353763736,4.41258887,4.634513394,4.938601647,4.891739941,4.201646476,5.557839351,3.855538603,4.107762856,4.600233637,2.959691519,3.693169672,3.218260367
Moap1,6.040450565,4.787290528,5.582127069,5.112904857,5.746951481,5.157585204,5.195168206,5.731640268,5.301144654,5.551448111,5.99248243,5.861647755,5.986261331,6.019930596,6.346781196,6.107128715,6.040838441,6.129306625,5.859571207,6.159017828,5.826724606,5.65400407,5.968091382,5.74554999
Mob1a,4.986764273,4.980239708,4.911798666,5.056187249,4.854006744,4.623993467,6.053702597,6.400116259,6.328431417,6.186873806,6.468019299,6.238597125,6.720958276,6.262234757,6.102432304,6.290529925,6.351380885,7.115683969,5.444086196,5.446806885,5.731879612,5.529803451,5.588393646,5.177215762
Mob1b,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,6.143295166,6.799323291,6.200441137,6.84877229,6.201841237,6.088926242,6.296363,6.343543344,6.527623725,6.680511265,6.266772891,5.991893367,6.658097586,7.071102397,6.618923832,7.008431179,6.467074161,6.800051978
Mob2,6.179428483,6.48411665,5.927274733,6.643472037,6.236289313,5.744851172,6.092782602,5.607071465,6.05998079,5.801153754,5.355441186,5.499838461,5.481685546,5.255091968,5.608283039,5.179021811,5.79716724,4.992885909,5.685369704,6.098602179,5.871906941,6.042831644,5.894719355,5.947534101
Mocs1,3.332810814,3.561650356,3.798798692,3.993511853,3.134810635,2.749730325,2.89756293,3.979516106,3.234188542,2.935782716,3.942216125,3.525689529,4.15292432,2.815142336,3.004024858,3.685558343,2.657246907,3.522478242,4.204615229,3.838977715,4.703822401,4.33914254,4.475533212,3.737470682
Mocs2,6.556243905,6.350777487,6.615876966,5.806058888,6.814610633,6.242147174,7.116642032,6.711286367,7.174832355,5.699379581,5.251686577,5.910058223,6.184838706,5.076345039,5.634824947,5.286550248,6.081037586,4.934074901,7.122021057,6.956628338,7.466235933,7.109523548,7.178498541,6.834433906
Mogs,4.134527727,4.300890143,4.832066298,3.867318814,4.404314839,4.358955472,4.102623853,4.961574651,4.137230398,4.045594184,4.295222925,4.549833282,4.244770951,3.994421857,4.371781404,4.132479623,4.405352173,5.255589543,4.304432686,4.781261694,4.488627598,4.781815806,5.239067316,5.229825396
Mon2,4.693974871,4.980239708,5.582127069,4.997148293,3.57064909,5.157585204,5.146470047,5.011578056,4.68836933,4.986673129,5.404648189,5.221592487,4.632569424,5.844820255,5.061086514,5.179021811,5.314460419,5.840000589,5.306403629,5.585341241,5.402988203,5.357818219,5.026528528,5.0067929
Morc2,4.598111994,4.642644483,4.349876404,3.993511853,3.904915307,4.540942305,4.749937417,4.681701026,4.526974853,4.251396128,4.578610645,4.487391368,4.15292432,4.872277635,4.492798065,4.473205151,4.885666909,3.673931352,4.304432686,3.979620845,5.274281034,4.26316196,4.003488975,4.813507463
Morc4,3.65211058,3.978109646,3.95751696,4.216944192,3.369126015,4.452816549,4.613268578,4.253317193,4.526974853,4.251396128,4.295222925,4.353763736,4.632569424,4.349679511,4.433558258,3.969926702,4.340594321,3.93614039,5.154181675,4.435418855,5.463277246,4.984689323,4.603851987,4.880854549
Morf4l1,8.16205607,8.144822705,7.990463094,7.864464105,8.423063676,7.600584481,8.112666895,8.140861702,8.195819331,8.220133076,8.397056169,8.19859776,8.675722947,8.660308647,8.461543215,8.654057443,8.374426136,8.387083936,8.31412576,8.407740042,8.109268052,8.323416728,8.380126974,8.13659951
Morf4l2,7.153440579,6.625542546,7.535107484,7.014829305,7.241163206,6.728505444,6.464587446,6.696076719,6.804051209,6.626496055,7.183324596,7.050481872,6.956511482,7.230601598,6.948467735,6.876816549,6.613642522,6.347819967,6.323419771,6.575711343,5.811498435,6.012289776,6.444456107,6.347447975
Mosmo,4.598111994,4.918746617,5.059149225,4.733387332,5.068977619,5.157585204,5.242276092,4.800240712,4.68836933,5.386596534,6.334726794,4.775642062,5.959401207,6.146163656,5.437878777,4.845598174,5.722889797,5.392942691,5.487207574,5.238609844,5.958236032,5.497007605,5.524969566,5.329617021
Mospd1,5.292626459,5.326468086,5.372664761,5.343696925,5.101886344,4.915319117,6.372309528,6.726337337,6.40010733,6.470469795,6.055462325,5.732998921,6.20784393,6.921951448,6.02427858,6.324569677,6.492194431,5.670213471,5.859571207,5.900508387,6.326074557,5.795580263,5.944046281,5.883297636
Mpc1,10.09343082,9.629740252,9.778401148,9.694122532,10.39895008,9.821324061,10.07024383,10.48018713,10.51427097,10.06316298,9.878832831,9.76933437,9.583715775,9.725603743,9.939182465,10.14388945,9.669954999,9.719983938,9.819247532,9.932251785,10.04587153,9.86086398,9.695766308,10.03164684
Mpc2,10.03055394,9.414113941,9.424615604,9.395780487,10.29071919,9.582664055,9.047428536,9.422274685,9.495162714,9.118502039,9.17105806,9.129723398,9.127204916,9.250999895,9.251379786,9.346718358,9.390946381,9.286724339,9.677510517,9.530685958,9.651575998,9.750411513,9.621907912,9.77928784
Mpdz,7.95919188,7.217131618,7.701392692,6.922651965,6.891912291,8.218103646,7.129227992,6.741232907,7.090683497,6.783953198,7.204320465,7.37756605,5.802004735,6.262234757,6.004060231,6.005872745,6.071092322,5.947980726,7.77616521,7.806394479,7.975940465,7.825764243,7.807435345,8.033085319
Mpeg1,4.598111994,5.302593438,5.127540008,3.867318814,4.506166196,5.264994318,3.47244071,3.014743213,1.982639131,3.930522402,2.775909185,1.83989652,4.244770951,4.240699416,3.158357106,2.859954861,3.680244816,6.917422395,2.711559375,2.018997946,3.000833825,2.221707554,2.219429685,2.9932853
Mphosph10,4.739618835,4.886988397,4.100491564,4.364389061,3.977642837,4.034016768,5.712687236,6.002832367,5.573332112,5.551448111,5.821840029,5.591744938,5.300926825,5.579881424,5.608283039,5.480191275,4.237658028,4.872764222,5.923759905,5.585341241,5.463277246,6.042831644,5.678589703,6.009031922
Mphosph8,5.230040702,5.253625137,5.192834938,4.871287204,5.256031374,5.458441639,4.933359729,5.195875877,4.609927818,5.097516697,5.355441186,5.015780036,4.699025137,4.349679511,4.604444493,5.141321111,4.839544029,5.670213471,4.983983051,6.098602179,5.402988203,5.740605498,5.678589703,5.883297636
Mpi,6.33620964,5.981303561,5.255302202,5.413093472,5.746951481,6.014821125,5.972215797,5.279887525,5.552511546,5.570790591,5.018692524,6.634033471,4.823402951,4.060043341,5.67374411,5.862629017,5.347794317,5.076837845,5.843067655,5.790229872,5.756181793,5.887016423,5.721657626,5.552521207
Mpnd,3.990930447,3.714222334,2.895924567,4.109549119,4.601298779,3.441500141,3.882409289,3.508283507,4.244972264,3.668541594,3.276495212,3.39572513,3.42935998,2.473655,3.750284592,2.430562715,3.680244816,3.522478242,4.790986096,3.979620845,3.928577685,4.182956258,4.178565768,4.002304404
Mpp1,4.384860862,5.150401189,4.911798666,4.935589833,4.404314839,5.100725013,5.712687236,4.552542462,5.250334047,4.735617019,5.586234643,5.142754739,5.404129634,5.645480809,5.96275311,5.286550248,6.061078023,5.557839351,5.569766264,5.494478464,5.340069437,5.393894627,5.649146485,5.593248468
Mpp7,3.208473046,3.391013934,4.100491564,3.867318814,4.506166196,3.767965456,3.758262607,4.618566641,4.244972264,3.930522402,4.490191965,4.206483745,3.949577107,3.853482834,4.239676365,3.969926702,4.340594321,4.051300032,3.564834972,3.683128023,4.488627598,3.911518911,4.258731964,3.875955929
Mpst,5.09608345,4.918746617,4.658024557,4.733387332,5.196334832,4.776997312,5.043846313,5.10666787,4.345223994,4.735617019,4.069726052,5.367413106,3.263597469,4.122809418,4.015633207,4.473205151,4.638721061,4.597583751,4.983983051,4.927364131,4.800468942,5.120074776,4.882143112,5.552521207
Mpv17,3.831444306,3.978109646,4.460069208,4.109549119,5.000818766,4.150652656,4.813704698,4.681701026,4.020788144,3.805470524,3.276495212,4.422124133,3.949577107,4.872277635,3.158357106,3.03463318,3.781300727,4.597583751,5.353772878,5.446806885,5.205348672,5.497007605,5.790698038,5.422950345
Mpv17l2,6.45041756,6.525958269,6.10740079,6.142092124,6.834327809,6.548873613,2.640545692,2.258666846,2.410505381,2.35606142,2.440584855,2.712874524,3.076286579,3.091070453,3.750284592,3.190427683,3.454044779,1.948471605,3.981518109,4.529956688,4.235609909,3.697267791,4.258731964,3.584266797
