,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,ME_F1_106_c,ME_F1_108_d,ME_F1_203_a,ME_F1_204_a,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Med13,6.942171849,6.855164909,6.872848748,6.92590384,7.570524405,6.949872328,7.662098556,7.320372333,7.265399865,7.138379549,7.083196155,7.537208732,7.27268095,7.108624662,6.610506647,7.188779542,6.722671602,7.039311771,7.05086999,6.631636161,6.714555084,7.270862346
Med13l,6.372309528,6.42800254,5.999729863,6.511086608,6.479547689,6.170677713,6.379763382,6.248226388,6.176568963,6.390330521,6.213519105,6.976902285,6.505741824,6.249870784,6.842383105,6.412450047,6.155275647,6.272750888,6.479917071,5.899618205,5.804118322,6.110721989
Med15,4.102623853,3.875341429,4.137230398,4.513727194,2.440584855,4.126792675,3.505606265,4.349679511,3.541694221,3.881222532,2.657246907,3.161478389,4.112826886,3.53802009,3.94166812,4.794332673,3.200381863,4.781261694,4.703822401,3.301049879,4.33467709,3.584266797
Med16,3.996714223,4.483351203,4.96537717,4.866599258,4.186875727,4.422124133,3.578024412,3.853482834,3.541694221,4.207366795,3.781300727,4.437426095,3.892314964,4.274576358,3.80179745,5.31403581,5.099649705,3.838977715,4.488627598,4.182956258,5.239067316,4.419587897
Med17,3.622418372,3.979516106,3.234188542,3.668541594,4.295222925,3.755021493,3.949577107,4.451002368,4.239676365,3.331025876,3.5715735,4.519726227,3.892314964,4.068219951,2.440240046,3.869977924,3.981518109,4.435418855,4.235609909,4.411320956,4.406823512,3.875955929
Med20,4.749937417,4.552542462,2.740076324,4.251396128,4.578610645,3.857323664,5.481685546,4.545673745,4.657186434,4.697597062,4.930360809,3.673931352,3.892314964,3.827340664,1.371671746,4.162122166,4.922475423,4.927364131,4.488627598,4.835270768,4.475533212,4.225980678
Med21,5.90060768,5.818480246,5.999729863,5.429608761,5.586234643,5.649916389,5.44342868,5.687613118,6.121326677,5.941522344,5.935148853,5.255589543,5.789526221,5.321565096,6.054829013,5.100643839,5.985213945,6.378169419,6.116789215,6.234078415,5.86940868,6.355283479
Med22,4.68322075,4.483351203,4.762764897,4.591544559,4.578610645,4.667151082,5.235264753,4.634513394,4.708068048,4.891739941,4.691607738,4.992885909,4.550425269,4.615483991,4.186310415,4.903823369,4.304432686,3.683128023,3.928577685,4.835270768,4.33467709,4.326029573
Med24,4.102623853,4.483351203,4.020788144,4.431471934,4.954049872,4.042440962,4.632569424,5.011477698,4.708068048,5.141321111,4.791897767,3.93614039,3.892314964,4.367647382,3.047353081,4.162122166,5.154181675,4.781261694,4.600233637,4.781815806,4.907233279,4.742861911
Med25,4.380422216,4.483351203,3.755241616,4.298565739,3.726954791,3.755021493,4.054830464,3.522064715,3.541694221,4.473205151,3.875739026,3.810984734,4.060777567,3.760266337,3.646895893,4.162122166,2.976575554,3.508380306,4.488627598,3.697267791,3.907279642,2.9932853
Med28,5.929678811,5.397388488,5.673152976,5.296522642,5.708841567,5.059358506,6.929086372,6.356660168,6.8780027,7.008291241,6.725656022,6.507609923,6.495975426,5.810226877,4.701246812,4.903823369,6.00017697,5.494478464,6.259629872,5.60867255,5.508668097,4.70619805
Med29,6.250869594,6.551453133,6.95447413,6.530974097,6.024316018,6.626809737,6.379763382,6.176068584,6.700917547,6.483671692,6.634052189,6.129306625,6.362602222,6.937024161,6.877648848,5.971649021,6.400559003,6.403362947,5.871906941,6.234078415,6.516826663,6.401881933
Med30,4.68322075,4.483351203,4.762764897,4.513727194,4.490191965,4.487391368,4.56290408,4.718198281,4.371781404,4.845598174,4.691607738,4.808731913,3.631909146,4.274576358,3.473339605,4.404953494,5.04297525,4.856161606,4.891045601,4.480059673,4.663970644,5.377038311
Med31,3.996714223,3.763054927,4.762764897,4.34424182,4.295222925,4.72241615,3.836036295,4.943555875,4.492798065,4.346400422,3.680244816,4.741725074,4.30405998,4.175084546,4.885773069,4.612739942,3.981518109,4.225445805,4.976269969,4.007785157,4.603851987,4.225980678
Med4,6.013534441,5.64558428,4.944432779,5.360159892,6.390751893,5.895704882,6.533360054,6.330306167,6.832864337,6.609805972,6.284096102,5.840000589,6.154862339,5.426097421,6.023683266,6.658819932,7.331734878,7.342585973,7.319025877,7.306917544,7.357553433,6.800051978
Med7,4.293633377,5.279887525,5.143007105,4.665378488,4.295222925,4.549833282,4.41258887,3.853482834,4.604444493,4.979819072,4.4673277,4.597583751,4.211609673,4.537508414,4.578023067,4.794332673,4.790986096,4.618678735,4.367658392,4.545671673,4.931894548,4.742861911
Med9,3.305043505,4.483351203,3.755241616,3.348192456,4.740683721,4.042440962,4.881788998,3.697269657,4.307240435,4.697597062,4.839544029,4.479162944,3.892314964,4.175084546,4.489608898,3.503253236,4.485468926,4.107762856,4.090246198,3.445554571,3.572884791,4.118473069
Medag,4.613268578,4.74218801,4.526974853,4.986673129,4.815367332,6.408294217,4.991917395,7.104091624,5.920228338,6.706560631,5.015797717,5.705807115,3.767979488,4.175084546,4.186310415,5.391274993,5.353772878,5.181502053,5.274281034,4.26316196,4.72168399,4.507446727
Mef2a,8.260145172,8.026953904,7.839749529,7.933066201,8.447824414,7.957906938,8.059932404,8.387449322,8.099716341,7.934333005,7.955044693,8.026766363,7.634970276,7.784977959,7.6018592,7.490301585,7.901001131,8.12179923,7.868574004,8.022948256,7.976989404,7.987979967
Mef2c,10.92700527,10.73466768,10.66857423,10.56192062,11.75239661,10.83830229,11.14695103,10.98859368,11.00751503,11.20068447,11.06594155,10.44555567,10.77402902,10.90332498,11.08673025,10.22277796,11.16548957,11.02772438,11.12564581,11.04655178,11.1469095,11.05399906
Mef2d,8.3079809,8.07477817,8.112921329,8.134982079,8.246620447,7.980752201,8.221253275,8.409016146,8.372359532,8.478738291,7.648957942,8.095467844,8.159006926,8.46513727,8.211830612,7.971042524,7.94032282,7.777781122,7.834741613,7.765078958,7.891562122,7.68299184
Megf8,5.375018829,5.434520934,5.027049378,5.200448323,5.355441186,5.101659137,5.724359913,5.13842084,5.099708065,5.215762348,5.443409906,4.519726227,5.054913104,5.067865656,4.81476895,4.903823369,4.568124372,4.225445805,5.402988203,5.282840711,4.979987341,4.880854549
Megf9,5.195168206,5.470721589,4.8335115,5.097516697,4.740683721,5.332316308,5.279369826,5.310070062,4.168792015,3.969926702,4.638721061,4.741725074,4.944351827,4.82692198,4.740088558,3.636124911,4.304432686,4.107762856,5.340069437,4.781815806,4.777177112,4.880854549
Memo1,6.799849872,6.491047883,7.001320761,6.569945057,6.779157895,6.87258245,6.604431806,6.420512928,6.756361992,6.693594741,6.351380885,6.807039986,6.25090077,6.422492557,6.740707104,6.115163279,5.487207574,6.019341094,6.078754418,5.973001259,6.268392488,5.993901479
Meox2,3.305043505,3.875341429,4.438959657,4.251396128,4.740683721,4.206483745,5.322166451,4.263163977,4.492798065,4.132479623,5.722889797,3.522478242,5.000691317,4.455076358,3.646895893,4.903823369,4.097374823,4.107762856,3.928577685,4.26316196,4.882143112,5.065865839
Mepce,5.809705031,5.701491844,5.573332112,5.342262438,5.404648189,5.811556277,5.692092865,5.511156552,5.553687807,5.650890428,5.412236884,5.962767284,5.821158305,5.759608368,4.885773069,5.754968733,5.826373125,5.864677402,5.682011551,6.234078415,5.919593624,5.850074003
Mesd,5.608671827,5.506036074,4.8335115,5.896219,5.586234643,5.101659137,5.932031498,5.645480809,5.376290653,5.480191275,5.671158109,5.206736978,5.427964816,5.321565096,5.404029496,5.840082258,5.75759337,5.628713009,5.630357848,5.84853685,5.944046281,6.152200925
Met,5.332114144,5.506036074,5.350226465,5.200448323,5.018692524,4.970844111,4.331118661,5.011477698,4.307240435,3.881222532,4.638721061,4.304441765,5.054913104,4.367647382,4.186310415,5.053898375,5.609338978,5.346460756,5.682011551,5.320816487,5.353020708,5.552521207
Metap1,6.659395942,6.390699749,6.423229229,6.341271728,6.334726794,6.521685167,6.768154126,7.209067246,6.45500674,6.876816549,6.835482712,6.075901429,6.787759343,6.454669906,6.282394847,6.021090445,6.466689503,6.568379088,6.564917498,6.538015078,6.626648827,6.282436104
Metap1d,4.87477236,4.856047509,4.900950414,4.513727194,3.276495212,4.042440962,4.489703269,5.076345039,5.1373226,4.845598174,4.885666909,4.350145515,5.206328438,5.122300316,4.578023067,4.477592046,5.154181675,4.435418855,4.800468942,4.480059673,4.830614526,5.632857495
Metap2,7.025324904,6.967103954,7.168004408,7.048246717,6.78845703,6.790916346,7.205411731,6.640245851,7.025714452,7.049581971,6.959267614,7.154842362,7.050499059,7.286010949,7.189709946,6.835038859,7.115164721,6.956628338,6.949133818,6.733695614,7.088135134,6.746892153
Metrnl,5.375018829,4.909775724,4.345223994,5.734108179,5.304496398,5.67814554,5.817044551,5.197935486,6.063884596,5.827450595,5.748076253,4.597583751,4.30405998,4.68946033,4.578023067,4.162122166,4.922475423,3.838977715,5.056739454,4.88681567,4.663970644,5.0067929
Mettl14,5.146470047,4.618566641,4.438959657,4.513727194,4.490191965,4.826973959,4.762553989,3.853482834,4.804744872,4.979819072,4.4673277,3.522478242,4.390941013,4.891034111,3.94166812,4.477592046,5.25742611,4.702259267,4.090246198,4.545671673,5.115335247,4.813507463
Mettl16,5.929678811,5.10666787,5.350226465,5.511967341,5.314830291,5.531129025,5.625309534,5.76835694,5.736363417,5.91941816,5.821100206,5.596278199,6.296624302,5.793550598,5.821211225,5.695302184,5.154181675,5.827933799,6.078754418,6.042831644,5.458628493,5.708955251
Mettl22,6.641935619,7.041196511,6.830236245,6.716084274,6.741350119,6.374189668,6.688614197,6.161193604,6.731982687,6.933060655,6.870309105,5.933041047,6.730606009,7.095078942,6.877648848,6.749618271,6.233335714,5.935470993,6.189976647,6.311565419,6.432926315,6.038824924
Mettl23,5.242276092,5.434520934,5.766511877,4.986673129,5.404648189,4.487391368,5.786806479,5.255091968,5.021402542,5.480191275,5.79716724,5.705807115,5.655569634,5.952226024,6.308473431,4.736304858,6.233335714,6.159017828,5.630357848,5.899618205,5.735732555,5.552521207
Mettl3,4.201287462,4.410673645,4.8335115,2.935782716,5.196869963,4.282002341,4.937903776,4.943555875,5.34448174,5.418487688,5.314460419,4.992885909,4.550425269,4.367647382,4.740088558,5.464588233,4.097374823,3.979620845,4.600233637,4.835270768,4.475533212,4.590260786
Mettl5,5.375018829,5.470721589,5.143007105,4.802594113,5.355441186,5.499838461,5.959401207,5.807095111,6.102432304,6.047231769,5.314460419,5.103770221,5.821158305,5.537252508,5.354823889,5.534355399,5.75759337,5.827933799,4.600233637,5.357818219,5.492180325,5.467446234
Mettl7a,6.215895187,5.701491844,5.614092933,5.551448111,5.018692524,5.591744938,5.692092865,6.262234757,6.044217496,6.513489977,5.056690803,5.477745653,7.009899177,6.810120968,5.70821522,6.439977809,4.485468926,3.979620845,5.132956711,3.301049879,3.693169672,3.584266797
Mettl9,5.375018829,5.790110439,6.05998079,5.627309096,5.139887991,5.367413106,5.625309534,5.310070062,6.121326677,5.677475209,5.644579599,5.871685468,6.179477926,5.859129417,5.668493743,5.633061105,5.892022513,5.969606316,5.630357848,5.497007605,5.944046281,5.510610733
Mfap3l,7.614196243,7.268987184,5.871109591,6.449724367,4.815367332,5.732998921,5.322166451,6.052539355,5.34448174,5.963292963,6.100724775,5.392942691,6.850419864,5.225370277,6.201205451,5.005587422,6.529921096,5.790229872,6.259629872,6.152192192,6.188776344,5.74554999
Mfap5,4.293633377,4.856047509,4.345223994,5.956284923,5.99248243,5.979757987,6.458604839,6.650933409,5.58124366,6.341293033,6.195321868,5.840000589,5.427964816,5.067865656,5.959298987,6.224734213,5.306403629,5.790229872,5.999537626,5.593239891,5.524969566,6.009031922
Mff,7.540727161,7.61465877,6.872848748,7.095755412,7.065874129,7.485336713,7.758736731,7.861173153,8.056193833,7.945313757,7.770705201,7.641981088,6.873233252,7.115350124,6.692010536,6.841934099,7.620253732,7.82515956,7.764599375,7.751239524,7.780531278,7.595485176
Mfge8,4.201287462,4.334139738,3.89411593,4.513727194,3.276495212,4.72241615,5.142791048,4.122809418,4.549701013,4.936451576,4.126809047,5.392942691,2.647580884,4.175084546,2.440240046,6.137753331,4.204615229,3.979620845,5.132956711,4.480059673,4.541118774,4.419587897
Mfn1,8.219524123,8.182384186,8.503042113,8.134982079,7.162018651,7.917036013,7.466133469,7.632237811,7.590963907,7.764937848,7.668877462,7.660239315,8.429130357,8.501530669,8.331117165,8.074194369,8.008508968,7.871031423,8.113977109,8.241639959,8.128695675,8.062390683
Mfsd11,5.332114144,5.506036074,5.143007105,5.200448323,5.452232064,6.046245021,6.06396554,5.728549833,5.608283039,6.047231769,5.79716724,5.302841901,5.655569634,5.890833825,6.023683266,5.273808035,5.487207574,6.129126233,5.999537626,5.795580263,5.968091382,5.510610733
Mfsd5,5.096070484,5.23849314,4.68836933,5.097516697,4.815367332,4.72241615,4.331118661,3.091070453,5.1373226,4.845598174,4.691607738,5.435967182,4.944351827,3.952801774,5.01808618,5.31403581,5.487207574,5.397506087,5.205348672,5.463448856,5.15776935,5.510610733
Mfsd6,5.608671827,4.552542462,4.345223994,4.665378488,4.069726052,5.142754739,4.937903776,4.545673745,4.850757634,5.179021811,5.380375387,5.633719413,4.824609178,5.652710039,4.953445939,5.754968733,3.981518109,3.30951081,3.294292241,4.33914254,4.72168399,3.737470682
Mfsd8,5.287894293,4.74218801,4.020788144,4.34424182,5.018692524,3.95284941,4.991917395,5.46345105,5.437878777,5.354026687,5.589906926,4.157942973,4.624008971,5.225370277,4.395420563,3.757784526,4.204615229,4.529956688,5.463277246,4.726303758,5.353020708,4.590260786
Mga,6.551316224,5.761171546,6.533586673,6.470469795,7.324256987,6.002262507,6.296363,6.904193763,6.700917547,6.75728941,6.492194431,6.155285714,6.505741824,6.011112035,6.255836167,6.203475671,5.444086196,6.159017828,5.576785861,6.152192192,5.817414916,6.331407405
Mgat1,5.678841896,5.54050674,5.904355553,5.801153754,5.355441186,5.910058223,5.043981545,4.67696253,4.980596039,4.644685551,4.767471257,4.437426095,5.386278088,4.367647382,5.542313109,6.403156154,5.609338978,5.397506087,4.891045601,5.822301525,5.968091382,6.124681228
Mgat4b,4.813704698,5.059906257,5.086192952,5.429608761,5.304496398,5.182712068,5.590721621,4.634513394,5.244617274,4.891739941,5.617502233,5.435967182,5.343350889,5.411744892,4.885773069,5.353172245,4.485468926,5.122040199,4.891045601,5.03124382,5.458628493,5.065865839
Mgll,7.402401906,7.227274275,7.637122666,7.259668031,7.118438924,7.917036013,7.18236738,6.445283195,6.725822942,7.157391516,7.06326664,7.115683969,7.414223947,7.516883569,7.663776949,6.928696363,7.423395127,6.904643672,6.508810583,7.371668018,6.824005259,7.414145134
Mgrn1,5.712687236,6.075157222,6.117816022,6.511086608,5.959930543,6.28522504,6.317669428,5.76835694,6.362747988,6.307650193,6.081037586,5.871685468,5.690242783,6.389581132,6.14442433,6.296765117,6.400559003,6.428124066,6.259629872,6.81577292,6.580601916,6.728727825
Mgst1,5.146470047,3.763054927,4.526974853,4.34424182,3.047805804,5.649916389,3.076286579,2.654478967,2.920190849,3.190427683,3.829292475,3.600191315,6.104334175,6.200123229,4.81476895,5.145922097,5.529077394,4.781261694,4.800468942,4.411320956,5.239067316,4.590260786
Mia2,7.084688214,7.392070617,7.37190425,7.034380409,7.019242144,6.884746057,6.618750542,6.84957035,6.750305679,6.476119819,6.397157845,7.336119753,7.214316465,7.060647545,7.258212171,7.199556792,7.240169636,7.322915409,7.000898499,7.214118465,7.136678648,7.16000745
Mia3,5.91521647,6.188181795,6.388405915,6.272057805,5.875184776,6.088926242,6.524224759,6.146163656,6.548714716,6.61325264,6.507024586,6.713968202,6.394493131,6.095165869,6.308473431,6.068893494,6.366321146,6.706356466,6.135437079,6.561996048,6.406774322,6.69169833
Mib1,5.870938682,5.952519554,5.936852609,6.122793604,6.432870875,5.910058223,6.369598213,7.088451558,5.78457271,6.61325264,6.266772891,6.517658765,5.583618564,6.135424954,6.408314774,6.475883013,5.792393089,6.129126233,6.153846978,6.019928358,5.763477048,6.331407405
Mib2,4.293633377,4.167696694,4.438959657,4.152161782,5.304496398,4.042440962,3.836036295,3.522064715,4.371781404,4.278557808,4.583821633,4.67145383,5.343350889,4.82692198,3.646895893,4.850116471,4.790986096,4.529956688,4.090246198,5.076342888,4.931894548,5.065865839
Mical2,7.316964928,7.195178548,7.105053587,7.013327808,6.524761534,7.288815915,5.986261331,7.251819239,5.9416474,6.422119999,6.176892167,6.79055835,6.982183616,5.890833825,6.928981981,5.695302184,4.790986096,5.628713009,5.340069437,4.33914254,5.42427775,5.0067929
Mical3,5.146470047,5.470721589,5.4881839,5.249285077,5.542935482,5.349971431,4.632569424,4.718198281,4.094244105,4.278557808,4.885666909,5.255589543,4.944351827,5.122300316,5.01808618,4.794332673,5.154181675,5.711730587,5.630357848,5.497007605,4.931894548,5.552521207
Micall1,3.622418372,3.508283507,4.762764897,3.348192456,4.578610645,4.580069172,4.632569424,5.363029738,3.750284592,4.748636477,3.185662771,4.67145383,3.124073289,3.827340664,3.276012259,5.534355399,3.564834972,3.07877717,4.800468942,3.808366941,4.093681527,3.737470682
Micos10,9.363743708,9.449739951,9.242953033,9.187475506,9.283287898,9.332775861,9.473416464,9.167864944,9.684339331,9.665840517,9.681440413,9.195774649,9.44880452,9.646696964,9.481036251,9.155689305,9.538367588,9.395970993,9.561364214,9.494141545,9.444742052,9.486800099
Micos13,6.710543734,7.10592605,6.95447413,6.84877229,7.027119567,6.777931663,6.798781532,7.072640081,7.065281604,7.018725241,6.606774629,5.962767284,7.214316465,7.161570438,7.042100518,6.594949053,6.444981079,6.696198884,6.537136776,6.761576783,6.67127139,6.964310384
Micu2,5.762011506,5.397388488,5.197668398,6.148768222,5.66911918,5.824243139,4.73113922,4.101773899,4.959751636,5.847021897,5.443409906,4.90374523,5.157601271,6.21272186,4.777911925,5.812265303,6.5904973,6.245147091,6.116789215,6.585584908,6.467074161,6.170349744
Micu3,6.06684724,5.701491844,5.4881839,5.043159178,5.99248243,5.836819407,5.817044551,6.585587175,6.314307498,6.201741697,6.275460498,5.518348248,5.946922715,5.537252508,5.70821522,5.053898375,5.444086196,5.864677402,6.189976647,5.899618205,5.894719355,6.038824924
Mid1ip1,4.813704698,4.74218801,4.244972264,4.513727194,4.069726052,4.99348702,3.263597469,3.091070453,3.84426226,3.459130587,4.126809047,4.741725074,4.944351827,3.689920863,4.186310415,3.974072463,3.855538603,4.334248956,4.090246198,4.936582317,4.258731964,4.507446727
Midn,6.167903349,6.568257213,5.999729863,6.490921135,6.0859504,7.061239616,5.692092865,6.585587175,6.910953184,7.292515655,6.70007158,6.839448924,6.383940962,6.633977768,6.610506647,6.674355403,5.569766264,5.293542885,5.340069437,5.120074776,5.278060465,5.329617021
Mief2,6.227647782,6.121434916,5.531386098,6.341271728,5.943374962,5.785842865,6.752593098,6.052539355,6.139976794,6.324569677,6.564866187,4.350145515,6.755378046,7.067599877,6.308473431,5.568013261,6.377824283,6.098602179,5.826724606,6.538015078,6.168166339,6.512190138
