,AZ_F1_11_a,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_3_f,AZ_F1_7_d,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48,X
Nudcd3,7.870713729,8.342782662,7.996594086,7.913526832,7.719030202,7.807924003,8.303613997,8.230277217,8.151937261,8.232762628,7.337121797,8.044878499,7.527553379,7.400018527,7.732519002,7.703552263,7.326392636,7.453592458,8.093762288,7.96462869,7.855587851,8.118948841,8.25026562,7.896667654,Nudcd3
Nudt13,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.990906104,4.401881282,3.010110407,5.092864389,4.475625597,4.20013328,5.080011809,5.744360152,5.047149703,5.117023046,5.161282976,3.135565972,5.248072134,5.334378266,5.32600864,5.501773764,5.626009458,5.496815031,Nudt13
Nudt15,5.880846348,5.453765883,5.077471249,5.201087891,5.693706612,5.196654985,3.61888228,4.364032716,3.524935119,4.659917623,5.77201205,4.943233863,4.808862811,5.052065453,4.448718151,4.646814088,5.084805354,4.184069066,4.848326163,4.843501524,4.689040618,5.035140875,5.225384538,4.93084392,Nudt15
Nudt16l1,4.941466123,4.890833769,5.60406853,5.248290109,5.483014346,5.548131291,5.8122603,5.533536942,6.076322428,5.829815535,5.484943703,5.674569645,5.576952305,5.820847181,5.771271266,5.57209722,5.578763515,6.243442855,6.119712854,6.366815653,6.406958317,6.511319882,6.175782609,5.965136973,Nudt16l1
Nudt18,4.631747522,4.33829864,4.872975108,4.466259571,3.455233179,4.9236327,5.903267373,5.499029212,5.669435515,5.092864389,4.564187815,5.953595548,4.229308189,4.91920472,4.642728899,4.724117665,4.51424948,5.96853571,5.478106693,4.768494761,4.785818187,4.785118054,5.770606303,4.728249219,Nudt18
Nudt19,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,5.780602547,5.811779039,5.629722101,5.892550368,6.042493793,5.729481338,6.445331602,6.539328165,6.145310102,6.350276434,6.109386435,5.231953801,6.035525316,6.147549627,5.944628367,6.298312688,6.236812049,6.269121957,Nudt19
Nudt2,4.346147907,4.33829864,4.348957116,3.998826378,4.37947261,4.660593896,3.994964396,3.496569199,3.763811499,4.585919608,4.054342423,3.849783435,4.397432816,3.828212598,4.589907541,3.76130772,4.454717499,2.913856957,3.704859078,3.492618638,2.981483135,3.443131281,4.096459613,2.973986249,Nudt2
Nudt21,5.361653738,5.828000897,5.828350187,5.615323096,6.100902739,5.923643694,6.170834554,6.245603456,5.920473143,5.952670514,5.979477529,5.646309609,5.945879385,5.663589886,5.817952586,5.838608536,5.924270426,6.301840663,6.146717947,5.739780809,6.103269697,5.717394287,5.926927106,5.934042108,Nudt21
Nudt22,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.683751104,3.865039428,4.539586725,4.338001718,4.054342423,4.416376547,4.038974582,4.521064089,4.478083091,4.107467127,4.779834234,3.911463618,4.974270267,4.982741345,4.2200526,4.98848304,5.032329615,5.108460355,Nudt22
Nudt3,5.787019335,5.970554307,5.58183862,5.271324435,4.169986464,5.548131291,7.51592158,7.122814977,7.768855327,7.145304396,6.466786726,6.748850538,6.785634577,7.064730146,7.227009533,7.233946523,6.80135688,6.052567393,6.884489868,7.209281108,7.132769474,7.556614606,7.881237347,6.733765333,Nudt3
Nudt4,7.929686514,8.015592471,7.759705005,7.415798074,7.824219163,8.335869603,9.698063223,9.232090889,9.995726716,9.189691919,9.416921093,9.616965837,9.618551247,9.591760047,9.961002139,9.80154572,9.334234719,9.655065386,9.413226626,9.48523722,9.41117245,9.229851813,9.165355384,8.753068639,Nudt4
Nudt8,5.009518072,4.159330946,4.450596988,3.998826378,5.340046223,5.383070315,5.780602547,6.092003358,5.887176098,5.764228201,6.160825166,5.588072573,5.742270474,5.663589886,6.108228302,6.56159408,6.166164925,4.969111199,5.976540876,5.739780809,5.507240186,6.390915782,5.714494415,6.388621865,Nudt8
Nudt9,6.369344603,6.470312735,6.178698878,6.22330327,6.158852593,6.257546702,7.952254451,6.720226278,6.592402113,6.268694092,6.848148082,6.518801101,7.048210079,7.080372194,6.528815428,7.161684132,7.131060992,7.206990827,6.732352418,6.57922607,6.578866832,6.622444778,6.909181655,6.6971924,Nudt9
Nufip2,5.655142537,5.877197075,6.294768332,5.946247469,5.209029963,6.323501029,6.516627479,6.51448935,6.931458891,6.66886976,7.105895261,6.666820129,6.366456374,7.095846466,6.892738876,7.051023862,6.582420334,7.219163491,6.479708364,6.725206639,6.551600561,6.667568659,6.557031834,7.077561838,Nufip2
Numa1,6.445022698,6.391395916,6.520047256,6.667186605,6.130168611,6.467967666,5.932370533,5.632368033,5.953019004,6.585881112,6.321901694,6.106630728,6.426013375,5.996007318,6.381195723,6.382426679,6.050281509,6.878998915,6.064137172,6.28844374,6.437070184,6.317314934,5.742823143,6.165840857,Numa1
Numb,4.236832329,4.251588154,4.23961017,5.101781363,3.629307818,5.039111609,3.755429214,4.244137751,4.148071243,3.797461041,4.475625597,3.747074311,4.684316688,4.609967793,4.790494685,4.386432551,5.084805354,3.911463618,4.557717041,4.211685854,4.07439213,4.54830738,4.410841038,5.363129837,Numb
Nup133,3.989696104,4.33829864,4.634628296,4.204292617,3.629307818,5.196654985,3.880162452,4.325164393,4.622858517,4.145365347,4.381269219,4.481809142,5.175647692,4.693709513,4.92452204,4.253682098,4.259790498,4.969111199,5.197311799,4.768494761,5.042396434,4.785118054,4.545590502,4.102787508,Nup133
Nup153,5.556225379,5.943148264,6.143615547,6.442090551,5.094913762,6.039121757,6.170834554,5.971326282,6.230303862,5.730281409,6.283287008,5.845885928,6.217111829,6.504967251,6.396656226,6.053529791,6.307480757,6.368934092,6.436591132,6.705235053,6.437070184,6.279056813,6.649713844,6.218405434,Nup153
Nup188,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.683751104,3.865039428,4.148071243,4.244896377,4.475625597,4.77070677,3.330988918,3.064592419,4.41874307,3.60659374,4.259790498,4.413259279,4.912672109,3.667949665,4.585301305,4.729459008,4.410841038,4.492482985,Nup188
Nup210,4.715630049,4.674578176,4.348957116,4.425770128,4.562361642,4.383054324,6.554558668,4.325164393,6.105569256,5.337971243,5.73433701,4.544402391,4.31581817,3.064592419,4.224502822,4.997561946,4.51424948,5.369370132,5.478106693,5.047625944,5.042396434,5.035140875,5.205166254,4.653860748,Nup210
Nup214,4.496003458,4.251588154,4.835885893,5.316318296,3.924829045,5.093560145,3.880162452,3.865039428,3.763811499,4.244896377,4.564187815,3.747074311,4.617764911,5.338883921,4.535078495,4.62009752,4.259790498,5.49482835,4.085896755,4.516787806,4.689040618,3.911715068,3.909180947,4.404477722,Nup214
Nup35,4.870044562,5.373913061,4.797817961,5.381282642,5.153099883,5.361043763,4.990906104,5.632368033,4.847215296,5.585893944,5.290971146,5.833406296,5.429541381,5.487070108,5.928446585,5.960754181,5.303055033,5.369370132,4.293468905,5.226416599,5.191160582,4.98848304,4.60852178,4.93084392,Nup35
Nup37,3.989696104,4.159330946,4.348957116,3.883964219,4.169986464,4.508587871,3.994964396,3.000460912,3.609032603,3.145435003,3.630935074,4.120195526,3.819658373,4.426319966,3.916640775,3.76130772,4.51424948,3.911463618,4.387033578,4.42207966,4.473520479,4.785118054,4.66882231,4.866422487,Nup37
Nup54,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,3.61888228,3.630125361,4.030999621,4.038455502,4.171744268,4.035567372,2.586428729,3.296560966,3.999980761,3.76130772,3.66566404,4.717791606,3.9697183,4.605659832,4.07439213,3.297625519,3.805558255,3.567211465,Nup54
Nup62,3.92067982,3.78014495,4.348957116,3.883964219,3.990133226,4.764932397,5.196815012,5.099160249,5.745725937,5.585893944,3.926533666,5.255350233,5.678398022,5.23089888,5.230872946,5.653396134,5.432133404,2.331283832,5.248072134,4.843501524,5.3889829,5.398491844,5.59526593,5.453615225,Nup62
Nup88,6.316593066,6.023852316,5.989013402,6.400907232,5.732389312,6.011107182,5.097530992,5.099160249,5.365317588,4.922943902,5.341963542,5.011293111,5.390208764,5.487070108,5.621416801,5.26231975,5.633482492,5.61024408,5.344529956,5.739780809,5.616534049,5.208004068,5.714494415,5.695308859,Nup88
Nup98,5.30861499,5.103825759,5.012474153,5.271324435,5.064916337,4.982527269,4.539890388,4.544064598,5.100637335,5.292168536,5.183238424,5.397770246,4.923506244,4.987163973,5.007420788,5.191499766,5.004045577,5.325003261,5.197311799,4.914800602,4.2200526,5.080336913,4.545590502,4.866422487,Nup98
Nupr1,3.989696104,4.947101505,3.850840237,5.381282642,5.002982867,3.798075831,6.332395366,3.969553487,3.763811499,6.119318212,4.475625597,4.871804261,4.867322992,5.052065453,4.078768243,5.32982534,3.556625784,5.939401111,5.090097042,4.768494761,4.961836145,4.611252726,5.032329615,4.575427126,Nupr1
Nus1,4.158664752,4.547125506,4.482625725,4.220479453,4.443357717,4.561313944,6.645240299,6.384412305,6.485216625,6.514476496,6.848148082,5.999001081,6.800712792,6.31520961,6.526990134,6.449670376,6.907856036,6.044381086,6.45831082,6.28844374,6.27980253,6.074687393,6.323772656,6.231252688,Nus1
Nutf2,6.629337642,6.508209233,6.148766406,6.614118816,6.510031112,6.383078311,6.016315011,6.326550086,6.672762361,6.038399239,6.699659072,6.594708108,6.464394564,6.469767948,7.156108029,6.909264293,6.836765869,6.411989987,5.713052635,6.117641032,6.026128495,6.157790375,6.133613149,6.111288436,Nutf2
Nvl,4.236832329,3.431424253,4.718529288,4.754795093,3.455233179,4.508587871,4.101300542,4.401881282,4.256351678,4.861545124,4.647626496,3.516717587,3.630082962,2.788043745,3.211677569,2.736724384,2.927815194,3.414949932,3.468459147,3.292993055,3.823959925,3.637100314,4.005857019,4.210514485,Nvl
Nxf1,4.447760679,4.707528267,6.423348173,6.047658187,5.002982867,6.120042306,4.200334178,4.901965201,4.451212505,5.337971243,4.647626496,5.328316954,5.349773684,5.23089888,5.195952493,4.997561946,4.961904582,4.647470763,4.710326616,4.605659832,5.32600864,5.124159975,5.205166254,4.798989404,Nxf1
Nxn,5.556225379,6.329239636,5.95482476,5.993279022,6.241633676,6.093569917,6.043245085,5.390258832,5.669435515,5.79739455,6.42008994,6.680819872,6.23941683,5.820847181,6.089323747,5.981892708,6.481629874,5.49482835,5.81757929,5.334378266,5.449322893,5.534620858,5.876678909,5.363129837,Nxn
Nxt1,4.346147907,4.33829864,4.121290731,3.759159886,4.169986464,4.338659205,3.880162452,3.865039428,4.451212505,4.507919947,3.456806868,4.120195526,3.819658373,3.671801132,4.478083091,3.433272951,3.438667718,4.133513809,3.843358242,3.061240442,3.729791678,4.008424351,3.909180947,3.720861438,Nxt1
Oard1,6.175603337,6.764548316,6.543242189,6.614118816,6.553886836,6.196664084,4.200334178,4.244137751,3.903582169,4.244896377,4.280307112,4.544402391,3.877691384,4.271406123,3.916640775,4.068474635,3.861752427,3.028966227,5.144700157,4.605659832,5.260159561,5.534620858,5.59526593,4.992511252,Oard1
Oat,8.853671874,8.766780735,8.741269083,8.766989805,8.790438982,8.257553244,8.890295362,8.835589721,8.957799627,8.158124044,7.46913624,7.829282797,8.306740007,8.298466561,8.282923343,8.412894482,7.691290742,7.646211832,8.194257645,7.922002464,8.043469171,8.113523607,8.269865855,8.120328653,Oat
Oaz1,9.779589795,9.797438891,9.754496758,9.761780262,10.01630279,9.451130741,9.456505598,9.581433685,9.314718842,9.333709828,9.500178213,9.468165439,9.422919277,9.408723691,9.636574619,9.661178606,9.342470037,9.38890033,9.406259422,9.14506946,9.163538527,9.378611113,9.44618865,9.196336567,Oaz1
Oaz2,6.868001857,7.378020298,6.819826492,7.0797607,7.128315474,6.854386258,7.786827842,7.455333949,7.284634382,7.477499036,7.584794031,7.494812955,7.84370277,7.828293723,7.904597784,7.716221412,7.625323676,6.909366184,7.563015134,7.151414266,7.453177336,7.495361267,7.973777756,6.997105572,Oaz2
Obscn,8.552084887,8.508540064,8.736245768,8.675712483,8.551760333,8.592915996,9.087210653,8.433526942,9.298980078,9.203057478,9.307006011,9.044276653,8.762544783,8.930937489,9.09008374,9.162257541,8.933862709,8.425396462,8.963414859,8.856788361,9.168034127,8.994836396,8.473765142,8.446534506,Obscn
Obsl1,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,5.843238261,4.901965201,4.622858517,5.507892858,5.808728218,5.178495587,5.541487459,4.91920472,5.723028824,5.191499766,5.606382413,4.026756568,5.520018441,5.30813578,5.775818709,4.671566173,5.16385927,4.653860748,Obsl1
Ocel1,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,3.880162452,3.496569199,4.256351678,3.922984536,6.042493793,4.20013328,5.390208764,4.426319966,4.836567879,4.56513269,4.454717499,4.026756568,4.848326163,5.385473197,4.876509916,5.433747111,5.24532339,5.051650341,Ocel1
Ociad1,5.009518072,4.739742575,4.590774152,4.653235302,4.970989699,4.953380492,4.990906104,5.94593048,6.320373006,4.507919947,4.054342423,5.729481338,6.261382226,6.152184886,6.349768615,6.196015261,6.238552432,5.325003261,6.58217972,6.534652621,7.114252457,6.527728596,6.333119164,6.138822479,Ociad1
Ocrl,3.691291541,4.707528267,5.012474153,4.297001819,4.645788032,5.383070315,4.293004156,4.544064598,3.903582169,4.659917623,3.630935074,4.347834719,4.31581817,3.496346654,3.524746156,4.028398929,3.861752427,4.78484354,4.710326616,5.047625944,4.585301305,4.341098498,4.545590502,3.986362643,Ocrl
Odc1,4.631747522,4.974433259,4.40067195,4.981227249,5.094913762,5.011096835,4.495338949,5.024455894,4.420819357,4.25256996,3.903633909,5.702286731,4.808862811,4.426319966,5.123468729,5.409994302,4.67938824,5.717106578,4.023159176,3.998485487,3.676263688,4.590782852,4.084998091,4.575427126,Odc1
Odr4,4.631747522,5.152499244,5.012474153,4.466259571,4.47381327,4.798099819,4.814558332,4.848146881,4.256351678,4.797416714,5.183238424,4.661987365,4.808862811,4.324913771,4.153474932,4.673044888,3.950630716,5.183077272,4.636038786,4.914800602,5.71812806,5.124159975,5.032329615,5.163117817,Odr4
Oga,6.420235148,6.286262704,6.496473304,6.175262528,5.340046223,6.488431874,5.646530792,5.724860645,5.708084952,5.892550368,6.072998912,5.882689899,6.037832639,6.689671606,5.424312315,5.692389718,4.918495519,6.855796489,5.748742968,6.46509887,6.437070184,6.219697358,6.022459556,6.243986545,Oga
Ogdh,9.580038737,9.278055805,9.075480551,9.563374626,9.072596022,9.574705504,9.626410161,9.729243703,9.631107632,9.770484078,9.799797088,9.547991324,9.517218654,9.184643462,9.764976185,9.908911928,9.837987077,9.521369542,9.889549837,9.56774191,9.670781427,9.856800019,9.47497193,9.850171206,Ogdh
Ogfr,5.30861499,5.414391881,4.872975108,5.423021913,5.693706612,4.9236327,5.045203361,4.953847872,4.776236942,4.244896377,4.564187815,5.011293111,4.54799399,5.285901493,5.424312315,4.912045848,4.918495519,4.495627456,4.974270267,4.516787806,4.473520479,4.611252726,4.545590502,4.728249219,Ogfr
Ogn,6.562948162,7.459297646,7.10734568,6.831181112,7.372326488,6.696237757,6.332395366,6.458119938,6.633141688,7.244839489,7.177832527,5.976476936,7.169331293,6.729898379,5.673117221,6.177810844,6.49646684,6.368934092,6.640341529,6.176850757,6.523809027,6.279056813,6.474971811,6.477570302,Ogn
Ogt,6.830866634,6.884663325,9.167918557,8.853483031,6.596448649,8.756543159,6.043245085,6.720226278,6.692171992,6.527778685,7.463390517,6.80105576,6.823038692,8.25433004,6.528815428,6.073360751,6.95963462,8.225091071,6.552195217,8.145953297,7.910278014,6.583732523,6.964356691,7.567460032,Ogt
Ola1,7.448657322,7.492762793,7.323722568,7.319630424,7.495510276,7.399384166,7.42669931,7.216059034,7.45905612,7.038389862,7.135102001,7.037021833,6.880938576,7.133821212,6.820066623,7.095341976,6.589357223,7.266852366,7.147725785,7.480003159,7.536619072,7.313312607,7.428389741,7.07514105,Ola1
Olfm1,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,2.4796788,3.185440987,3.435630321,4.038455502,5.290971146,4.661987365,4.778719698,4.609967793,4.766894313,4.912045848,4.873739699,3.786150476,4.474898007,4.42207966,4.287715101,3.510727055,3.858299749,3.64608099,Olfm1
Oma1,5.556225379,4.771253245,4.450596988,4.995130512,4.724652731,4.9236327,5.418703994,4.474723823,4.539586725,4.695540343,4.726502177,4.77070677,3.154435407,3.064592419,4.039912271,3.855939762,4.294162647,4.026756568,5.600357069,5.16924672,4.352345883,5.248166931,5.24532339,4.728249219,Oma1
Opa1,4.616989553,3.899020188,4.121290731,4.267061526,3.423433241,4.708133141,6.902187336,7.111438083,6.971724284,7.170839336,7.349634918,7.090440373,7.035519336,6.915751792,6.583878522,7.08561049,6.623549997,7.290118401,7.392995694,7.237366784,7.037712073,7.49118374,7.160863272,7.521132802,Opa1
Opa3,5.880846348,5.453765883,5.077471249,5.57885895,5.483014346,5.467960127,6.170834554,6.159843684,6.320373006,6.119318212,5.39121496,6.503128397,6.642331798,5.23089888,5.747351683,6.043511143,6.184605145,4.325902161,6.414539451,5.699967204,6.466566386,6.622444778,6.679330327,6.621141796,Opa3
Oplah,4.346147907,3.716820238,5.045338706,5.463587483,5.236202367,4.83052183,4.101300542,3.630125361,3.435630321,3.507974125,4.054342423,3.849783435,4.137277932,3.496346654,3.733959567,4.028398929,3.767037167,2.651778777,4.193412749,4.320714681,3.912356395,4.341098498,4.181706941,4.102787508,Oplah
Optn,8.890232019,8.711000995,8.513601766,9.002022073,9.007059891,8.957076347,9.152357042,8.793495986,8.292095485,8.785026787,8.244375036,8.54331005,7.879649501,7.400018527,8.498874006,8.514309515,9.001289344,8.40102603,8.95580016,8.626634077,8.543050917,8.960497223,8.84436137,8.831094977,Optn
Orai1,5.009518072,5.001256828,4.545545052,5.04944123,4.562361642,5.039111609,4.613613167,5.188492445,4.539586725,5.382364439,4.906665273,5.82081777,5.080011809,5.052065453,6.145310102,5.485941911,5.761835405,4.573545872,5.520018441,5.385473197,5.118695144,5.468161354,5.395628227,5.538758788,Orai1
Orai3,4.542685094,4.570956638,4.450596988,4.204292617,4.562361642,4.039091312,5.498711027,4.953847872,5.212400367,4.981835966,2.418416579,5.011293111,4.397432816,4.987163973,4.153474932,4.028398929,3.861752427,3.327698283,4.974270267,4.982741345,5.042396434,4.890380923,4.835932348,4.728249219,Orai3
Orc2,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.934485126,5.272614222,4.148071243,4.585919608,5.341963542,4.717370942,4.54799399,4.426319966,4.589907541,4.386432551,4.918495519,5.025650468,5.834287147,5.360151919,5.293459762,5.745725864,5.72872831,5.819607976,Orc2
Orc3,4.542685094,4.379774751,4.872975108,4.879961645,4.278528499,5.255151358,4.293004156,4.544064598,3.903582169,3.507974125,3.456806868,4.416376547,4.54799399,4.91920472,4.224502822,3.944744775,3.556625784,4.325902161,3.551638157,4.689373446,4.689040618,4.561118074,3.295363154,4.575427126,Orc3
Orc4,4.118549618,4.640857905,4.348957116,4.314849604,4.562361642,4.601699108,5.376972673,4.875306982,5.708084952,5.195955391,5.004866608,5.011293111,6.211029882,6.345818592,5.979647835,5.743536804,5.971762044,5.279228577,5.033345737,5.109717548,4.473520479,4.18432926,4.60852178,4.404477722,Orc4
Ormdl1,4.178902845,4.251588154,4.058281233,3.94253811,4.329883246,4.338659205,4.613613167,4.673483745,4.847215296,4.922943902,4.647626496,4.275873362,3.987191332,5.114172516,4.41874307,3.987178099,4.360543646,4.610981763,4.387033578,3.824263042,4.785818187,4.264842232,4.835932348,5.051650341,Ormdl1
Ormdl2,4.715630049,5.001256828,4.797817961,4.879961645,5.289058416,4.798099819,4.380079157,5.003929311,4.539586725,4.922943902,4.054342423,4.481809142,4.867322992,4.772855933,4.718502801,4.321583675,5.142540274,4.78484354,5.197311799,4.914800602,4.876509916,5.501773764,5.205166254,4.310753327,Ormdl2
