,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,ML_F1_10_a,ML_F1_201_d,ML_F1_205_b,ML_F1_205_c,ML_F1_208_b,ML_F1_8_c,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Pitx2,3.996714223,3.641285815,3.00818356,3.668541594,4.578610645,3.64490757,3.712790546,2.473655,4.657186434,4.346400422,3.185662771,3.93614039,1.371671746,1.371671746,1.371671746,1.371671746,2.011990664,1.371671746,4.646299803,4.9952172,3.538029874,4.726303758,4.406823512,4.668578083
Pja2,8.248655395,7.958494586,8.447737744,8.115357188,8.16329349,7.87497339,7.955064446,7.950397537,7.954502288,8.276217558,8.084274229,8.047722487,7.877769132,7.452070288,8.048258356,7.932977466,7.689500167,8.016424363,7.978601144,7.852857325,7.72820653,8.005565624,7.696671053,7.68299184
Pkd1,3.996714223,4.334139738,4.526974853,5.149900295,4.88637436,5.101659137,4.937903776,5.255091968,4.938601647,4.644685551,4.583821633,4.992885909,5.085412132,4.857647467,5.020889196,5.819693209,4.763639103,4.76386698,4.983983051,5.446806885,5.205348672,4.182956258,4.777177112,4.225980678
Pkd2,3.996714223,4.334139738,4.345223994,4.866599258,5.628272056,4.826973959,4.762553989,4.545673745,4.708068048,4.891739941,4.583821633,4.519726227,4.138837984,4.670871519,4.792502948,4.694484842,3.493364246,5.45445402,4.646299803,3.838977715,4.600233637,4.781815806,4.777177112,4.419587897
Pkdcc,7.305920578,7.319487486,7.188392063,6.733353167,6.769798433,6.995455949,7.549542532,6.921951448,6.725822942,6.307650193,7.801106752,6.435237172,6.924925853,6.384824448,6.947921628,6.26440564,6.614749078,6.866823691,5.099649705,5.397506087,5.576785861,6.072740321,5.198990914,6.096626362
Pkia,9.87669588,9.830157407,10.18285543,9.185908361,9.316354466,9.914332071,9.943736765,9.979872134,9.620198662,9.834055191,9.913423861,8.704747406,9.765410615,9.820017198,9.838030733,9.569868391,9.743126686,9.860524834,8.806448678,8.876592393,9.135289546,9.055713005,9.200224824,9.06989308
Pkig,5.90060768,6.075157222,6.200441137,6.096342746,5.892536858,6.662572048,6.012630499,5.511156552,5.736363417,6.324569677,5.956915268,6.205881216,7.451950553,7.331107429,7.310825534,7.52872434,7.595575475,7.327396316,6.155275647,6.272750888,6.450433048,6.173103585,6.325347675,6.038824924
Pkm,11.05399976,10.97264307,11.07317728,11.24074265,10.37335909,10.81320059,10.97148154,10.82205808,10.82932552,10.71697936,10.70766576,10.15150484,3.630982403,3.716984318,4.18636375,3.405837915,4.07028191,3.506727023,11.03648205,10.87259756,10.84322922,10.66573199,10.94604608,10.81200097
Pkn1,4.201287462,3.979516106,4.438959657,4.34424182,4.661921909,4.422124133,4.56290408,4.240699416,4.307240435,4.207366795,4.930360809,5.103770221,4.554406978,4.567556256,5.136805823,4.848300119,4.763639103,4.854212702,4.568124372,4.529956688,4.367658392,4.411320956,4.830614526,4.668578083
Pkn2,6.361682372,6.371680313,6.479462904,6.082933206,6.568601338,5.772812232,6.439294714,6.840261941,6.185573804,6.398343801,6.266772891,6.370175844,6.000200038,6.224252414,6.082750688,5.532471392,5.652348351,5.833314581,6.343036005,6.378169419,6.039689667,5.912110865,6.343843797,6.584675902
Pknox2,4.87477236,4.800240712,4.137230398,4.927885035,5.99248243,4.826973959,5.363730031,5.197935486,5.34448174,5.021920893,5.314460419,4.934074901,4.908390454,4.857647467,5.343959476,4.610955628,5.104030055,4.854212702,5.25742611,4.618678735,4.800468942,4.33914254,5.458628493,4.507446727
Pkp4,3.882409289,3.763054927,4.345223994,3.805470524,3.942216125,4.353763736,3.836036295,3.697269657,4.492798065,4.473205151,4.201646476,5.049393112,3.382487861,3.898238637,3.424454831,4.987284647,3.66760506,3.895122139,4.983983051,4.225445805,4.600233637,4.936582317,4.093681527,4.813507463
Pla1a,4.613268578,4.410673645,5.904355553,5.149900295,5.018692524,5.531129025,5.518954082,5.011477698,5.711640883,5.568064013,6.318130713,4.597583751,4.908390454,4.857647467,4.603946043,5.486340434,4.601275842,5.095573454,4.646299803,4.856161606,5.402988203,4.545671673,4.979987341,4.507446727
Pla2g12a,6.350976352,7.548451335,7.447154197,7.340776117,8.306101902,7.061239616,7.567440765,5.952415002,7.463495065,7.956211563,7.782942805,7.088975146,7.316577657,7.865402675,6.668625132,8.585752642,7.483499923,7.839725855,8.289975539,7.718793494,8.095047946,8.616539292,7.872579096,8.302365578
Pla2g2d,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,2.359410399,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.966639354,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746
Pla2g4e,4.293633377,4.076672438,3.429537117,4.986673129,5.196869963,4.353763736,4.991917395,5.011477698,5.58124366,5.021920893,4.583821633,3.522478242,2.378891492,2.610805952,2.407074161,3.072792283,2.453929711,2.118851082,5.154181675,5.181502053,4.600233637,5.683452614,5.588393646,5.97861067
Pla2g6,3.758262607,3.641285815,3.601561341,4.251396128,4.186875727,4.126792675,3.949577107,4.545673745,4.307240435,3.03463318,3.5715735,3.810984734,3.968647162,4.05924156,3.888590516,4.218008331,3.065301303,4.332383444,5.487207574,5.238609844,4.600233637,5.282840711,5.42427775,5.280583863
Pla2g7,4.539751014,3.508283507,4.438959657,4.045594184,4.186875727,4.72241615,5.343097915,5.881584008,3.541694221,4.797931756,5.172843846,6.370175844,5.385179267,5.428821758,5.685957533,5.438685552,5.428503473,5.538603881,3.981518109,3.30951081,3.294292241,2.959691519,4.003488975,4.507446727
Plaa,6.434479217,5.977895277,6.278589435,6.385635815,5.959930543,6.339259346,6.012630499,6.019930596,6.15838889,6.087438086,5.748076253,5.557839351,6.339809205,6.224252414,5.993308657,5.892248445,5.95094971,6.114933601,5.792393089,5.494478464,5.915717118,5.973001259,6.229133556,6.257312648
Plaat1,8.487329577,8.302741801,8.442088893,8.095461655,7.743056298,8.215550426,6.768154126,6.830893082,8.151186987,7.628530477,8.151886818,7.088975146,8.058360114,7.577033023,8.025879594,7.47067278,7.842725327,7.760170683,7.233853601,7.502685955,7.011032229,6.90597712,7.428592363,6.710331878
Plac9,3.115641957,4.410673645,3.755241616,4.34424182,4.186875727,5.296344368,4.56290408,3.697269657,3.84426226,4.207366795,4.340594321,4.808731913,3.189329564,2.610805952,1.980332119,3.501713369,3.065301303,3.895122139,4.397788606,3.30951081,3.928577685,4.007785157,4.258731964,4.742861911
Plagl1,4.201287462,5.279887525,4.345223994,5.249285077,5.355441186,4.970844111,5.094232058,5.310070062,4.239676365,4.346400422,4.885666909,5.477745653,4.844203419,4.670871519,4.682349955,4.848300119,5.104030055,4.056055878,5.04297525,4.856161606,4.976269969,4.608429072,4.406823512,5.229825396
Plau,6.307339657,5.790110439,6.352721211,6.341271728,5.196869963,6.597547577,6.038526338,6.753667839,5.736363417,6.255667572,5.97835816,5.596278199,5.777710078,5.836915418,6.743679506,6.537534574,6.016852767,5.877070674,5.399636128,5.711730587,5.682011551,4.984689323,5.678589703,6.038824924
Plbd1,8.282853799,8.143667358,7.695266014,7.530539562,7.623445415,7.844159649,7.18236738,7.436112746,7.331796987,7.594059006,7.648957942,6.403073236,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,7.704888524,7.514295754,7.703424398,7.716048734,7.545068396,7.625247723
Plcb4,4.813704698,4.253317193,4.609927818,5.097516697,5.452232064,5.101659137,5.590721621,5.310070062,5.686487297,5.480191275,5.135155756,5.902689403,3.705134155,4.567556256,3.749834074,4.773441419,5.042075585,4.200825396,5.792393089,5.809205003,5.731879612,5.320816487,5.541088896,6.009031922
Plcd4,5.146470047,4.483351203,4.526974853,4.665378488,5.355441186,4.422124133,5.322166451,4.797293935,4.757216113,4.644685551,5.347794317,4.257242644,1.371671746,1.371671746,1.371671746,1.371671746,2.011990664,1.371671746,5.353772878,4.856161606,4.800468942,4.984689323,5.198990914,6.124681228
Plce1,5.416684325,3.928368849,4.020788144,5.511967341,4.661921909,5.499838461,5.018184319,5.255091968,4.094244105,4.697597062,5.172843846,4.77561748,1.371671746,1.371671746,2.407074161,1.371671746,1.371671746,2.118851082,4.097374823,3.979620845,4.800468942,4.88681567,4.830614526,4.813507463
Plcg1,4.749937417,4.076672438,4.137230398,4.152161782,4.490191965,4.924463437,4.489703269,3.853482834,4.492798065,4.697597062,3.680244816,6.347819967,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,4.485468926,4.618678735,4.976269969,4.480059673,4.406823512,4.945197493
Plcl1,5.375018829,5.279887525,5.143007105,6.318567382,5.404648189,5.467854162,4.991917395,5.602080963,5.686487297,4.473205151,4.691607738,6.79055835,3.382487861,4.05924156,3.888590516,2.459655242,3.295151229,3.264657852,4.983983051,5.790229872,4.976269969,6.109437521,5.678589703,5.593248468
Plcl2,6.96341373,7.004625827,6.376608815,6.385635815,6.229415607,6.382791685,6.672166107,6.733697888,7.122669181,6.806294864,6.284096102,6.722681793,3.382487861,4.05924156,4.131524061,3.303134535,3.065301303,3.895122139,6.466689503,6.716443032,6.389593331,6.420510668,6.306611339,6.355283479
Pld3,4.87477236,4.856047509,5.350226465,5.149900295,3.473845058,3.755021493,4.937903776,5.13842084,4.094244105,3.969926702,4.791897767,3.673931352,3.968647162,4.456267647,4.3393853,3.972405742,4.091235642,3.264657852,4.568124372,4.927364131,4.235609909,4.781815806,4.406823512,4.590260786
Plec,9.096323983,8.625317585,8.990952559,9.262252135,8.680391245,9.201984337,8.83750585,8.066710145,8.856820602,8.712011217,8.840332815,8.341592192,8.689765325,8.968013666,8.446721629,9.313331695,8.888377326,8.82598365,8.668076234,8.12687512,8.418055761,8.396366546,8.079878198,8.765824002
Plekha1,5.712687236,5.900388524,6.05998079,5.896219,6.256472814,5.705832916,5.932031498,5.645480809,6.044217496,6.164637708,5.844642617,5.933041047,5.292010108,6.118564758,5.647386002,5.486340434,5.220486774,5.643673547,5.529077394,5.238609844,5.826724606,5.076342888,5.541088896,5.61318891
Plekha3,4.613268578,4.253317193,4.68836933,4.665378488,4.490191965,4.206483745,4.881788998,5.602080963,4.895348127,4.589759361,4.885666909,4.741725074,5.028784471,4.456267647,5.343959476,4.773441419,5.042075585,4.332383444,4.304432686,4.107762856,4.488627598,4.098027721,3.804193017,3.218260367
Plekha5,4.539751014,4.410673645,4.020788144,4.431471934,5.542935482,5.259452523,4.937903776,5.687613118,4.371781404,4.207366795,4.930360809,5.596278199,2.378891492,2.976147538,3.596298156,2.015882001,3.66760506,2.973617198,4.097374823,5.2103385,4.367658392,3.808366941,3.956186151,3.584266797
Plekha7,3.47244071,4.410673645,5.027049378,3.517240473,5.49829648,2.818101444,3.712790546,5.310070062,3.932490782,2.430562715,2.855675923,3.353240425,2.966252568,2.120376957,3.229339583,2.015882001,2.011990664,3.264657852,3.717496546,4.529956688,4.600233637,4.411320956,3.572884791,3.875955929
Plekhb1,6.569901191,6.272629789,6.768381724,6.550591161,3.276495212,5.499838461,4.56290408,3.853482834,4.549701013,4.532658976,4.885666909,4.872764222,6.575507139,6.154661111,6.548172341,6.559980144,6.737102003,6.319073652,3.394086447,3.508380306,4.703822401,3.301049879,4.931894548,2.726627405
Plekhb2,6.984347383,7.047202503,6.8215606,6.999120107,6.843027204,6.655490154,6.088963932,6.205366195,6.469825492,6.853690241,6.893068243,6.651453402,7.079285274,7.331107429,7.16826003,7.42248876,7.448106156,7.528329562,6.985828998,6.904643672,6.645187311,7.09315912,7.088135134,7.097678723
Plekhf1,2.89756293,4.202556992,4.609927818,4.045594184,2.775909185,5.166064579,3.263597469,5.197935486,5.244617274,4.697597062,4.201646476,3.810984734,5.602535267,6.100172158,6.589450835,6.179974863,6.048708698,6.077914542,2.711559375,2.46423466,2.82818567,2.221707554,3.297274961,2.9932853
Plekhh3,3.882409289,5.011578056,4.137230398,4.045594184,4.490191965,4.72241615,4.489703269,3.522064715,3.541694221,2.661175272,3.875739026,3.810984734,3.842898754,4.05924156,4.3393853,4.218008331,3.295151229,3.264657852,4.397788606,3.508380306,4.488627598,4.668569942,5.026528528,4.668578083
Plekhj1,4.933359729,4.856047509,4.762764897,5.097516697,3.647418746,4.970844111,5.363730031,5.414113968,5.711640883,5.827450595,5.671158109,4.257242644,6.473116541,6.189876331,6.246542608,5.856426893,6.169532266,6.254184323,4.790986096,4.781261694,4.235609909,4.411320956,4.541118774,4.813507463
Plekhm1,4.813704698,4.483351203,4.526974853,5.097516697,4.443863837,5.332316308,4.666179896,5.226796761,5.061086514,5.850997926,4.201646476,5.076837845,4.191381344,4.05924156,4.015164667,4.218008331,3.295151229,4.332383444,4.922475423,5.346460756,3.746479132,5.497007605,4.882143112,4.419587897
Plekhm2,5.457180207,5.54050674,4.8335115,5.296522642,5.49829648,5.75966283,5.724359913,5.917434154,5.760669425,6.067474986,6.213519105,5.477745653,6.166913747,6.609516238,6.246542608,6.708021056,6.198220751,6.440702743,5.399636128,5.06002183,5.521147597,5.822301525,5.071615104,5.422950345
Plekhm3,3.305043505,3.641285815,4.345223994,3.156674147,4.069726052,4.206483745,4.41258887,4.545673745,4.168792015,4.346400422,4.405352173,4.437426095,4.777027123,4.20406705,4.7567117,5.577172877,4.512684531,3.895122139,4.304432686,3.979620845,3.746479132,3.301049879,3.804193017,3.412839399
Plekho1,6.693695152,5.731640268,6.089188201,5.043159178,5.304496398,4.876542017,6.515031249,6.692909071,5.1373226,4.845598174,4.791897767,4.519726227,6.725571373,6.043544165,7.247763581,5.114048539,6.903133304,5.788189771,4.790986096,4.702259267,5.205348672,4.608429072,5.115335247,5.065865839
Plgrkt,5.457180207,5.195875877,5.729890046,4.665378488,4.186875727,4.206483745,4.762553989,4.634513394,4.850757634,4.891739941,4.791897767,4.051300032,6.029358088,5.542165967,5.79584564,5.052058426,5.652348351,5.365090152,2.976575554,5.293542885,3.000833825,3.140443403,2.956275781,3.412839399
Plin3,2.89756293,3.361762895,3.00818356,3.348192456,4.295222925,4.042440962,4.937903776,3.091070453,5.099708065,5.539363707,4.638721061,1.948471605,2.70225921,2.976147538,1.371671746,3.6762367,2.011990664,3.506727023,6.924401717,6.523125689,5.521147597,6.733695614,6.467074161,6.634308646
Plin4,7.402401906,7.258671478,7.076168831,7.417566011,6.055462325,7.461171509,7.727237816,7.795261324,7.290658234,7.831553517,7.559313034,5.255589543,7.877769132,8.020158524,8.09200065,8.70132386,8.06927818,8.315726929,7.233853601,7.443192779,6.696322037,7.104089337,6.483849692,6.834433906
Plin5,3.758262607,4.681701026,4.020788144,4.34424182,5.404648189,4.206483745,5.235264753,3.091070453,4.492798065,4.891739941,5.785050206,4.157942973,5.429600546,4.857647467,1.980332119,6.29148579,4.763639103,5.693471543,7.331734878,7.086738815,7.145902081,7.679978049,6.790685472,7.367947481
Plod1,4.102623853,3.508283507,4.137230398,3.930522402,4.490191965,3.525689529,5.279369826,4.872277635,4.371781404,4.278557808,4.201646476,3.93614039,4.291053699,5.240129633,4.239194987,4.919465401,4.763639103,4.939232595,4.568124372,4.107762856,4.235609909,4.33914254,3.907279642,4.419587897
Plp1,3.47244071,3.641285815,3.601561341,4.152161782,4.295222925,3.857323664,4.489703269,4.943555875,4.492798065,4.532658976,4.405352173,4.051300032,2.966252568,3.716984318,3.003647009,2.459655242,4.208688631,3.713955523,3.394086447,3.683128023,4.976269969,3.697267791,3.441651392,2.9932853
Plp2,4.68322075,5.25933879,5.250334047,5.373438767,4.535078566,5.122353261,5.094232058,4.240699416,4.78117621,4.993848946,5.722889797,5.333656687,4.939443889,5.11380424,4.990393985,5.414254511,4.838445828,5.717740445,4.397788606,4.702259267,4.545509571,5.446372137,5.258695625,5.177215762
Plpbp,5.496570353,6.002832367,5.350226465,5.699379581,6.283031901,4.775642062,5.363730031,5.13842084,5.736363417,5.596204488,4.691607738,5.302841901,5.292010108,4.857647467,4.959240231,5.285479123,5.47613729,5.960792165,5.666734355,5.751514072,5.682011551,6.042831644,5.588393646,5.74554999
Plpp3,7.19056167,6.633582068,7.119281954,7.318063909,7.324256987,6.949872328,7.367424174,7.040487568,6.855610045,7.231028831,7.854265487,6.576524868,6.514948764,6.00451836,6.393620394,6.860473177,6.737102003,6.605844513,7.445428313,7.117512236,7.05086999,7.014237171,6.728699137,6.916966207
Plpp7,7.381512302,7.415475574,6.352721211,6.783953198,6.860768011,7.203987042,7.346845199,6.585587175,6.513389797,5.623806554,6.970011431,5.902689403,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,1.371671746,7.000785679,7.262241428,6.970063095,7.325716111,7.462841735,6.964310384
Plrg1,4.613268578,5.397388488,5.086192952,5.200448323,5.196869963,5.101659137,5.279369826,5.076345039,5.244617274,5.102608715,5.096456656,5.049393112,5.167966434,4.785811976,5.391412504,5.71676938,4.923376575,5.327734839,4.922475423,5.585341241,5.682011551,4.88681567,5.278060465,5.229825396
Pls3,4.102623853,3.361762895,4.438959657,5.097516697,5.404648189,4.924463437,1.909597743,1.371671746,1.804663645,2.155940861,2.153154093,1.371671746,4.908390454,4.767279962,3.888590516,5.202308649,4.909564136,4.925128125,4.646299803,4.856161606,5.056739454,3.697267791,4.882143112,4.590260786
Plscr3,2.89756293,3.198661826,4.137230398,3.517240473,4.186875727,3.094328759,4.244770951,4.451002368,4.239676365,4.589759361,4.691607738,4.350145515,4.191381344,4.767279962,4.603946043,3.831907934,4.909564136,4.332383444,4.568124372,3.508380306,4.235609909,3.301049879,4.178565768,4.002304404
Plxdc2,3.882409289,3.979516106,4.137230398,5.200448323,5.66911918,4.609684367,5.786806479,5.645480809,4.804744872,5.449669337,5.821100206,5.206736978,4.084308414,3.509641011,4.015164667,3.501713369,3.295151229,3.895122139,4.858228257,4.618678735,4.891045601,4.835270768,4.830614526,4.742861911
Plxna1,4.68322075,5.434520934,5.197668398,4.665378488,4.661921909,4.876542017,4.054830464,4.634513394,4.015633207,4.979819072,4.638721061,5.348595566,3.968647162,3.509641011,3.424454831,4.218008331,4.208688631,2.118851082,3.981518109,4.107762856,4.235609909,4.545671673,3.907279642,4.002304404
Plxna2,4.380422216,4.618566641,5.143007105,5.149900295,5.404648189,4.549833282,5.481685546,5.310070062,4.708068048,4.936451576,4.691607738,4.304441765,3.705134155,5.022991025,3.596298156,4.326724518,4.601275842,4.056055878,4.858228257,5.181502053,4.976269969,4.726303758,3.907279642,4.507446727
Pmepa1,5.712687236,5.359275011,5.766511877,6.013949668,7.423091964,7.082517403,6.942864093,6.792797118,6.15838889,6.732147978,7.083196155,6.347819967,5.085412132,4.456267647,5.343959476,6.208670987,5.566931456,5.365090152,5.859571207,5.540625066,5.340069437,5.357818219,5.557030111,4.945197493
Pmm1,4.539751014,4.800240712,4.609927818,4.665378488,5.857621447,4.876542017,4.451661244,3.522064715,4.094244105,4.748636477,4.583821633,3.994868949,5.385179267,5.836915418,5.864713676,6.318066982,6.048708698,6.350455683,5.04297525,4.618678735,4.367658392,4.88681567,4.663970644,4.813507463
